   1.4905964588775636e-01   5.0359252566063875e+00
   1.5191626679376860e-01   4.9359678866391929e+00
   1.5488444310647970e-01   4.8360139150780741e+00
   1.5797083050246771e-01   4.7360636871805157e+00
   1.6118262360545904e-01   4.6361175911188965e+00
   1.6452761146438433e-01   4.5361760643252813e+00
   1.6801423999129880e-01   4.4362396009290306e+00
   1.7165168239172440e-01   4.3363087605030488e+00
   1.7544991879695099e-01   4.2363841783826865e+00
   1.7941982651916566e-01   4.1364665778816363e+00
   1.8357328260340286e-01   4.0365567848048949e+00
   1.8792328065436875e-01   3.9366557447543511e+00
   1.9248406428255627e-01   3.8367645438436773e+00
   1.9727127995682203e-01   3.7368844335933149e+00
   2.0230215258724787e-01   3.6370168609737297e+00
   2.0759568781447260e-01   3.5371635048189347e+00
   2.1317290577691778e-01   3.4373263201605773e+00
   2.1905711209925410e-01   3.3375075924599145e+00
   2.2527421303616704e-01   3.2377100042732074e+00
   2.3185308316711756e-01   3.1379367176205211e+00
   2.3882599583473230e-01   3.0381914762992825e+00
   2.4622912873027450e-01   2.9384787336768943e+00
   2.5410315974910896e-01   2.8388038132274582e+00
   2.6249397157857085e-01   2.7391731114087428e+00
   2.7145348756630994e-01   2.6395943556331756e+00
   2.8104066638192371e-01   2.5400769343882201e+00
   2.9132268894910657e-01   2.4406323224518514e+00
   3.0237637815706792e-01   2.3412746322517339e+00
   3.1428989989200806e-01   2.2420213336025752e+00
   3.2716480260680031e-01   2.1428941995290209e+00
   3.4111846103946952e-01   2.0439205572773500e+00
   3.5628699577215006e-01   1.9451349530898556e+00
   3.7282874004169975e-01   1.8465813795206309e+00
   3.9092831088227836e-01   1.7483162678995414e+00
   4.1080129925817455e-01   1.6504125181355525e+00
   4.3269949861552975e-01   1.5529649221908006e+00
   4.5691640162429659e-01   1.4560974257196349e+00
   4.8379234477704341e-01   1.3599727318236423e+00
   5.1371808070411673e-01   1.2648047039675441e+00
   5.4713459567484612e-01   1.1708737009771899e+00
   5.8452566151503982e-01   1.0785440855267248e+00
   6.1831657712878074e-01   1.0047461446821309e+00
   6.4650299767549535e-01   9.4911472008855713e-01
   6.6956190535385496e-01   9.0710328669617524e-01
   6.8814627846002119e-01   8.7530372723836414e-01
   7.0295547094772093e-01   8.5117429700567859e-01
   7.1465580656311534e-01   8.3282160475836664e-01
   7.2384051876522504e-01   8.1883304092091658e-01
   7.3101551753024741e-01   8.0815142295096742e-01
   7.3660000194378206e-01   7.9998259067532029e-01
   7.3660000194378206e-01   7.9998259067532029e-01
   7.4224141039507763e-01   7.9185612128448613e-01
   7.4966057235000128e-01   7.8135623406825783e-01
   7.5944999123075907e-01   7.6781794319453234e-01
   7.7242082492484554e-01   7.5041218356748507e-01
   7.8969622917741877e-01   7.2812440178480353e-01
   8.1285018181410895e-01   6.9974948014158600e-01
   8.4411341062450096e-01   6.6392649945196436e-01
   8.8667160132999279e-01   6.1925652102030204e-01
   9.4506955822622740e-01   5.6457167697447752e-01
   1.0209469965968632e+00   5.0296655338683882e-01
   1.1008335575070667e+00   4.4740356293291766e-01
   1.1839597452305626e+00   3.9767288038046911e-01
   1.2695980429982294e+00   3.5337886121518625e-01
   1.3571123726322758e+00   3.1402197883017374e-01
   1.4459740074188592e+00   2.7906845836876520e-01
   1.5357559581077758e+00   2.4799804327880448e-01
   1.6261174518081853e+00   2.2033107813354316e-01
   1.7167861446693535e+00   1.9564041385427181e-01
   1.8075419552227312e+00   1.7355383501740271e-01
   1.8982040267386515e+00   1.5375133102476435e-01
   1.9886211691670614e+00   1.3596000735693387e-01
   2.0786657471084600e+00   1.1994825941758706e-01
   2.1682310115404042e+00   1.0552006098516163e-01
   2.2572321001635034e+00   9.2509759177032400e-02
   2.3456112220675656e+00   8.0777512011885280e-02
   2.4333477929424094e+00   7.0205373063771948e-02
   2.5204743785790544e+00   6.0693969996433367e-02
   2.6070990754560315e+00   5.2159712835831075e-02
   2.6934341554826999e+00   4.4532491314320279e-02
   2.7798288989589350e+00   3.7753870816149490e-02
   2.8668001355171313e+00   3.1775854277126751e-02
   2.9550434905064571e+00   2.6560273602985556e-02
   3.0453846419275452e+00   2.2078579557728469e-02
   3.1385902542292778e+00   1.8310606339543938e-02
   3.2349533418137040e+00   1.5238053157383916e-02
   3.3337895202391259e+00   1.2826689760213828e-02
   3.4334595345215644e+00   1.1002761802757865e-02
   3.5322695364178616e+00   9.6509289927288917e-03
   3.6293275837424748e+00   8.6442407451617961e-03
   3.7245705652898677e+00   7.8749336774942801e-03
   3.8183689596722608e+00   7.2644666119795580e-03
   3.9112077381570240e+00   6.7596576833450486e-03
   4.0035332189034456e+00   6.3255804104895320e-03
   4.0957022235869571e+00   5.9395931404418855e-03
   4.1879770486924421e+00   5.5871606099673708e-03
   4.2805373417730914e+00   5.2590813335199231e-03
   4.3734964538120789e+00   4.9496592988714731e-03
   4.4669173707570771e+00   4.6554864860769820e-03
   4.5608264833740382e+00   4.3746231918300087e-03
