   6.8399857710657624e-02   9.9076812195022956e+00
   6.9082550896070335e-02   9.8076838533987303e+00
   6.9779008435740794e-02   9.7076865946239668e+00
   7.0489650798628664e-02   9.6076894486981335e+00
   7.1214915752970911e-02   9.5076924214935694e+00
   7.1955259265196719e-02   9.4076955192346592e+00
   7.2711156454990142e-02   9.3076987485630713e+00
   7.3483102611633988e-02   9.2077021165380959e+00
   7.4271614275391917e-02   9.1077056306848068e+00
   7.5077230389540145e-02   9.0077092990019541e+00
   7.5900513527465421e-02   8.9077131300539705e+00
   7.6742051202089809e-02   8.8077171329713533e+00
   7.7602457262990948e-02   8.7077213174914760e+00
   7.8482373388334137e-02   8.6077256940182814e+00
   7.9382470679131498e-02   8.5077302737107967e+00
   8.0303451365142220e-02   8.4077350684876357e+00
   8.1246050629970229e-02   8.3077400911244972e+00
   8.2211038566442282e-02   8.2077453553153550e+00
   8.3199222272616447e-02   8.1077508757616581e+00
   8.4211448100880687e-02   8.0077566682370005e+00
   8.5248604072394263e-02   7.9077627497205443e+00
   8.6311622472836580e-02   7.8077691384471777e+00
   8.7401482643431450e-02   7.7077758540687205e+00
   8.8519213986376771e-02   7.6077829177673486e+00
   8.9665899203490759e-02   7.5077903523789917e+00
   9.0842677788870008e-02   7.4077981825754007e+00
   9.2050749800206902e-02   7.3078064350164249e+00
   9.3291379934229174e-02   7.2078151385365015e+00
   9.4565901935024010e-02   7.1078243243858328e+00
   9.5875723368434404e-02   7.0078340264471262e+00
   9.7222330797808246e-02   6.9078442814784058e+00
   9.8607295400032269e-02   6.8078551294527747e+00
   1.0003227906848752e-01   6.7078666138342715e+00
   1.0149904105027580e-01   6.6078787819664955e+00
   1.0300944517453330e-01   6.5078916854802369e+00
   1.0456546773289777e-01   6.4079053808004938e+00
   1.0616920608492858e-01   6.3079199295607253e+00
   1.0782288806192128e-01   6.2079353992580266e+00
   1.0952888226036249e-01   6.1079518639483190e+00
   1.1128970932612745e-01   6.0079694049050127e+00
   1.1310805433801879e-01   5.9079881114850226e+00
   1.1498678041937642e-01   5.8080080821100024e+00
   1.1692894372296515e-01   5.7080294253265800e+00
   1.1893780995084048e-01   5.6080522610771091e+00
   1.2101687259790217e-01   5.5080767220827829e+00
   1.2316987312990224e-01   5.4081029554628417e+00
   1.2540082333867680e-01   5.3081311246297203e+00
   1.2771403015529320e-01   5.2081614113894421e+00
   1.3011412323811297e-01   5.1081940184164898e+00
   1.3260608570501348e-01   5.0082291720909149e+00
   1.3519528843443196e-01   4.9082671257508590e+00
   1.3788752842048910e-01   4.8083081636442886e+00
   1.4068907175838807e-01   4.7083526053683125e+00
   1.4360670192229572e-01   4.6084008109026628e+00
   1.4664777409247901e-01   4.5084531868622584e+00
   1.4982027644100138e-01   4.4085101937699775e+00
   1.5313289943689520e-01   4.3085723543944079e+00
   1.5659511439817272e-01   4.2086402638231926e+00
   1.6021726275643147e-01   4.1087146014380211e+00
   1.6401065776646595e-01   4.0087961450722602e+00
   1.6798770070304239e-01   3.9088857880743961e+00
   1.7216201398769745e-01   3.8089845597920320e+00
   1.7654859416747609e-01   3.7090936500511673e+00
   1.8116398819813803e-01   3.6092144394702603e+00
   1.8602649728889523e-01   3.5093485353829998e+00
   1.9115641327794386e-01   3.4094978169425598e+00
   1.9657629374184923e-01   3.3096644896038496e+00
   2.0231128321639069e-01   3.2098511527871416e+00
   2.0838948956594225e-01   3.1100608842540312e+00
   2.1484242659017538e-01   3.0102973450515078e+00
   2.2170553634405368e-01   2.9105649119785020e+00
   2.2901880786494991e-01   2.8108688442710048e+00
   2.3682751263509147e-01   2.7112154966993467e+00
   2.4518308203703723e-01   2.6116125917020643e+00
   2.5414415765081710e-01   2.5120695710837504e+00
   2.6377785247421809e-01   2.4125980521343537e+00
   2.7416126934745866e-01   2.3132124252107209e+00
   2.8538333291413326e-01   2.2139306398800067e+00
   2.9754700176024151e-01   2.1147752499202208e+00
   3.1077193857119861e-01   2.0157748082068028e+00
   3.2519772365191402e-01   1.9169657449528514e+00
   3.4098769821333541e-01   1.8183949084341018e+00
   3.5833350645215717e-01   1.7201230194884083e+00
   3.7746035272626111e-01   1.6222293786841127e+00
   3.9863287305501460e-01   1.5248182737215061e+00
   4.2216123927947935e-01   1.4280276457367225e+00
   4.4840674024863525e-01   1.3320406453907296e+00
   4.7778513424489383e-01   1.2371005921979921e+00
   5.1076492829641851e-01   1.1435293314788564e+00
   5.4785592774858072e-01   1.0517475773961227e+00
   5.8958175612788744e-01   9.6229289533150519e-01
   6.2738293552341717e-01   8.9151885030070399e-01
   6.5890855510230462e-01   8.3870036892563549e-01
   6.8465589614014200e-01   7.9916865065403786e-01
   7.0535954839581294e-01   7.6947244285018246e-01
   7.2181837628732515e-01   7.4707909301659114e-01
   7.3479355601995300e-01   7.3013195111102613e-01
   7.4495966150137971e-01   7.1726584534829041e-01
   7.5288871069037078e-01   7.0747185874078478e-01
   7.5905210774602594e-01   7.0000000000000129e-01
   7.5905210774602594e-01   7.0000000000000129e-01
   7.6527100884915644e-01   6.9258270377953801e-01
   7.7343811873396340e-01   6.8302275171026450e-01
   7.8419373838279594e-01   6.7073628319599354e-01
   7.9840713589729695e-01   6.5500705596632958e-01
   8.1726814281515581e-01   6.3497821785770303e-01
   8.4241806742660130e-01   6.0966454006584370e-01
   8.7613383293903890e-01   5.7800616464118504e-01
   9.2157660103553252e-01   5.3899607190645338e-01
