-3.459610442427126231e-01 -3.362751328305252918e-01 -3.257004849831121596e-01 -3.163110150637114537e-01 -3.074550704940956503e-01 -2.993801271448678358e-01 -2.888722069434350170e-01 -2.804010068304806924e-01 -2.730422966404101870e-01 -2.627008849600394602e-01 -2.554931625717180022e-01 -2.468316823490952494e-01 -2.386743457513837707e-01 -2.308951553647736465e-01 -2.226530396579279036e-01 -2.152388888145133627e-01 -2.066261502252739191e-01 -2.011218016221099358e-01 -1.926881981527122922e-01 -1.844365775157053300e-01 -1.783533939491925013e-01 -1.708984771840135752e-01 -1.638043386988982941e-01 -1.580925425861816336e-01 -1.499976689607508962e-01 -1.433423259889644863e-01 -1.375032268307993522e-01 -1.300286885671181614e-01 -1.236478854651642811e-01 -1.177133558434019373e-01 -1.117097819739956976e-01 -1.049772754928829654e-01 -9.871225137673989014e-02 -9.291754600902449313e-02 -8.637703754176348503e-02 -8.031765622797779058e-02 -7.551600555710680229e-02 -6.877261338032120142e-02 -6.364174768877434163e-02 -5.780142299293700853e-02 -5.201947660332697371e-02 -4.630933358888434520e-02 -4.216446992304197228e-02 -3.548656170157421519e-02 -3.054868823019887825e-02 -2.557108624909989678e-02 -2.051149380190364982e-02 -1.507588318409032631e-02 -9.365986558991347757e-03 -5.250031335359872306e-03
-3.363650746376482537e-01 -3.269278675747963603e-01 -3.168875919413871589e-01 -3.085030573944543830e-01 -2.982253830337504574e-01 -2.891846651936297308e-01 -2.798109333670205645e-01 -2.709586758074382651e-01 -2.619740284490408300e-01 -2.534531310939849291e-01 -2.451234560605370927e-01 -2.362153694233878332e-01 -2.291622971415105681e-01 -2.201679152091013114e-01 -2.126246927494436223e-01 -2.053195674350613842e-01 -1.974499307771164225e-01 -1.896363282884259149e-01 -1.828552975628677246e-01 -1.754784778074373885e-01 -1.674284729758872547e-01 -1.615228567797689363e-01 -1.535062652883247281e-01 -1.475050538562542590e-01 -1.402390359231816819e-01 -1.331352348342253744e-01 -1.273254891754369011e-01 -1.213309126803865379e-01 -1.133427081841928835e-01 -1.078797423675361966e-01 -1.022580895022588976e-01 -9.541623475258051434e-02 -8.893105282591411143e-02 -8.303851353251505418e-02 -7.722586108325149579e-02 -7.155599583256810892e-02 -6.630152447617933265e-02 -5.885128494248515613e-02 -5.426230326613312033e-02 -4.779007994831682010e-02 -4.212468684051550588e-02 -3.727941900192290048e-02 -3.169388967003234497e-02 -2.652870710211521071e-02 -2.109359727186848124e-02 -1.638969623246584392e-02 -9.662806267170382518e-03 -4.789752752109152287e-03 -2.393897000357716543e-04 2.362362781630224229e-01
-3.257018675657915585e-01 -3.157080400208112092e-01 -3.064163242611264160e-01 -2.973060303415978600e-01 -2.877602774187297818e-01 -2.783106252506377665e-01 -2.697271305376293116e-01 -2.617521454861053143e-01 -2.516564882855654162e-01 -2.439423978962301787e-01 -2.350360480925531015e-01 -2.267916340752157423e-01 -2.188053132903660380e-01 -2.124639446113082419e-01 -2.038481507397110759e-01 -1.958180596557088926e-01 -1.880692898415235736e-01 -1.796664266070359672e-01 -1.737900621835465897e-01 -1.655308198222053273e-01 -1.593177550263452924e-01 -1.514443667989024689e-01 -1.436314450840242285e-01 -1.373075161709114700e-01 -1.306376788130197697e-01 -1.252688731841034020e-01 -1.169848279950264219e-01 -1.112150248359274063e-01 -1.054034621919527348e-01 -9.808693060683829068e-02 -9.110636439019921540e-02 -8.505354810366833052e-02 -7.932060577468361129e-02 -7.366781853001820590e-02 -6.762081330509464583e-02 -6.155778304858675054e-02 -5.571950336865229281e-02 -4.987094668647951839e-02 -4.429633379224450634e-02 -3.848887349448811696e-02 -3.269187769309508940e-02 -2.817686934798236190e-02 -2.250119476958173381e-02 -1.682089904228042943e-02 -1.068211007929165297e-02 -5.930658344990368848e-03 -8.036324745921431248e-04 2.555316828687757558e-01 2.394650199938489210e-01 2.298157487248822517e-01
-3.163534863343026027e-01 -3.065425982509937253e-01 -2.973729466320277348e-01 -2.886872662872569939e-01 -2.776798938785919324e-01 -2.699758384277988754e-01 -2.597678704336757183e-01 -2.507728663273897096e-01 -2.429858267217334666e-01 -2.346947567115047761e-01 -2.261373064752600359e-01 -2.178550610952511568e-01 -2.099125555506433094e-01 -2.022760925847428004e-01 -1.931954729393753900e-01 -1.855101017813446385e-01 -1.785221770819968301e-01 -1.715973313043599457e-01 -1.638244682211990877e-01 -1.564631786348323894e-01 -1.482337564057479573e-01 -1.422954715832635553e-01 -1.345821426817697675e-01 -1.273298907063153684e-01 -1.214878410807600645e-01 -1.151183858211427824e-01 -1.071834454220760152e-01 -1.015580470734050861e-01 -9.525313642099522693e-02 -8.942112207331075202e-02 -8.278638543193567179e-02 -7.570138901594303249e-02 -6.915883813247793166e-02 -6.355821849275883340e-02 -5.886280005865871662e-02 -5.132974566832974178e-02 -4.580780434320893407e-02 -3.965903755111250401e-02 -3.476596434165337562e-02 -2.834360731905158706e-02 -2.282471544294644231e-02 -1.864469440523992827e-02 -1.237596610289318048e-02 -7.145747859597673460e-03 -2.292061278155713925e-03 1.979717261894434754e-01 2.288144909511775349e-01 2.239125799729092536e-01 2.010750089315490874e-01 2.009179627294095105e-01
-3.074740606676659715e-01 -2.982280877234485539e-01 -2.877535033237154649e-01 -2.781368446083614665e-01 -2.696693920503087094e-01 -2.600245864832045339e-01 -2.511460236860500461e-01 -2.426652314073613481e-01 -2.345471626335471349e-01 -2.255629641086376591e-01 -2.160292999822654436e-01 -2.077655444506639193e-01 -2.006989266745085876e-01 -1.925237644236391377e-01 -1.853878265263490532e-01 -1.761696218559756499e-01 -1.689756395676337564e-01 -1.614458719672541565e-01 -1.534064823978742720e-01 -1.474078159849087355e-01 -1.390829847202171010e-01 -1.321340023367670868e-01 -1.252169505129741844e-01 -1.197645901971487459e-01 -1.122650866138793779e-01 -1.049445300690326210e-01 -9.824786383542542800e-02 -9.204234433884593558e-02 -8.513129216089967977e-02 -7.947855038768866787e-02 -7.309128223815393455e-02 -6.655214859285416007e-02 -6.020132822450399712e-02 -5.498463840491510379e-02 -4.804611694642684644e-02 -4.260937175706511898e-02 -3.632321576386535883e-02 -3.062625050617346148e-02 -2.513358772458541140e-02 -1.977960607040786176e-02 -1.388693541934340157e-02 -8.307188427447043111e-03 -2.418620105878817230e-03 2.398117209120978737e-03 1.992174197548363668e-01 2.463291270561865365e-01 2.228884882068628004e-01 2.104342838525752324e-01 2.102866502641928259e-01 2.191972366448950160e-01
-2.980694840922130107e-01 -2.879384693700889897e-01 -2.783174818852156562e-01 -2.700832382986536606e-01 -2.593162699798741144e-01 -2.505556032438872038e-01 -2.423287264133922592e-01 -2.328369352090922106e-01 -2.236520088688533081e-01 -2.157954935582560851e-01 -2.065790079384670075e-01 -1.983929221020564460e-01 -1.904665605529196060e-01 -1.833627132187644337e-01 -1.748333484825158324e-01 -1.686798923755256918e-01 -1.595530834452184299e-01 -1.522151964382293943e-01 -1.458028657441395592e-01 -1.379016949732614072e-01 -1.313676689152759314e-01 -1.243003577692265160e-01 -1.166972571193030800e-01 -1.089144366377716999e-01 -1.037830233071906916e-01 -9.570873951091846132e-02 -8.932057149893057879e-02 -8.279241993367512931e-02 -7.752067887088637255e-02 -7.108460169312311172e-02 -6.313563852418893618e-02 -5.698754189249936875e-02 -5.127354536320623962e-02 -4.590913063376844683e-02 -3.910997990005286862e-02 -3.301116152716437185e-02 -2.737815122393311151e-02 -2.211004569023464900e-02 -1.541597957144508028e-02 -9.750132554234030094e-03 -4.886844776517502639e-03 2.293523024126684594e-03 2.031942325879544098e-01 2.512820283713724789e-01 2.360679920148883448e-01 2.337783685229295472e-01 2.005298750799471286e-01 2.158400174463729060e-01 2.084200649377964676e-01 2.140866946110062119e-01
-2.886895028138494190e-01 -2.793997915346566607e-01 -2.693779743532404569e-01 -2.596794821763452332e-01 -2.508042244323689940e-01 -2.424004539561196714e-01 -2.322664784735603560e-01 -2.234141773468970305e-01 -2.156712298001849104e-01 -2.063633363718982427e-01 -1.976308410285518291e-01 -1.894341504209706428e-01 -1.814116408269902947e-01 -1.744514632915241392e-01 -1.670737976199818398e-01 -1.577851836144384678e-01 -1.511402213445548481e-01 -1.426242172864432278e-01 -1.358789370945188146e-01 -1.279855909386584667e-01 -1.217199046673475976e-01 -1.136913783474561151e-01 -1.072566007281535311e-01 -1.007025562012331538e-01 -9.309526808715129498e-02 -8.722579746122322009e-02 -8.058084533059566013e-02 -7.422149617972710611e-02 -6.751657374212230445e-02 -6.132701120058681177e-02 -5.427994287010873969e-02 -4.823804938894996758e-02 -4.253221670634072665e-02 -3.604514092370850187e-02 -3.061867776233993116e-02 -2.396823495084471345e-02 -1.858089036387852375e-02 -1.275344027962095790e-02 -7.253552937769627493e-03 -1.866459764588634810e-03 1.472457917336659474e-03 2.004873232031993413e-01 2.483833461476551152e-01 2.639784469092052999e-01 2.089210047189656028e-01 1.991560310040871584e-01 1.859240102807299400e-01 1.994192647073544100e-01 2.356266769996142041e-01 2.313655501674752590e-01
-2.803330153258921098e-01 -2.699077261132097894e-01 -2.615016029789215546e-01 -2.519978787005609511e-01 -2.426586220230648183e-01 -2.325040993207170836e-01 -2.232444236888719846e-01 -2.147731051177939332e-01 -2.066845414181481266e-01 -1.973310442925513830e-01 -1.892968724200973230e-01 -1.806188630770619308e-01 -1.731356711779049040e-01 -1.655284620332360124e-01 -1.569617449546253096e-01 -1.490409384803146053e-01 -1.423420683688089439e-01 -1.343697482095596585e-01 -1.268442702861031779e-01 -1.199766239596280482e-01 -1.120211769329486906e-01 -1.059286341928318831e-01 -9.881909292716327398e-02 -9.167430074016467978e-02 -8.480881974023826708e-02 -7.797674188209086088e-02 -7.091397663904497328e-02 -6.590943810545697723e-02 -5.779758187779530931e-02 -5.226948776106837835e-02 -4.574482370694584604e-02 -3.939796976577037563e-02 -3.386856189267798550e-02 -2.771647961233071958e-02 -2.105112778590046210e-02 -1.511384832860867070e-02 -9.046852162712688133e-03 -3.404866076817529216e-03 2.156069589622710073e-03 -1.456168566744103082e-02 2.182934490093960123e-01 2.405851665899312875e-01 2.456614432903832801e-01 2.132217272292649957e-01 2.092523675625896917e-01 2.256239549283876045e-01 2.236803625578809018e-01 2.092672619691661740e-01 1.901182892208942710e-01 2.191929765083668324e-01
-2.720924493191728688e-01 -2.618927125925748500e-01 -2.525663014764933378e-01 -2.438533502324443381e-01 -2.345265850294378229e-01 -2.241345212186964808e-01 -2.163035082858888181e-01 -2.063980527813326360e-01 -1.972452260824014703e-01 -1.889253006357608511e-01 -1.809949893970372314e-01 -1.728676134933034569e-01 -1.643372382986731939e-01 -1.563067185203338982e-01 -1.487176704303637409e-01 -1.412369089733012117e-01 -1.325716424416756856e-01 -1.255680508261470263e-01 -1.181518509797766930e-01 -1.113410156254159566e-01 -1.034212364279162993e-01 -9.618684543116466645e-02 -9.007855695876978985e-02 -8.346446713348583402e-02 -7.613084334643718809e-02 -6.877002370099419282e-02 -6.249190196333285346e-02 -5.647606648010360803e-02 -4.986906029134488549e-02 -4.402127474878103630e-02 -3.687930525955834815e-02 -3.069516721362034600e-02 -2.455621214784116033e-02 -1.931334144996418520e-02 -1.288708918651470040e-02 -7.026117963398035952e-03 -1.451740108070398308e-03 2.338913401978314540e-03 -1.592639240776288741e-03 2.656426048263496598e-01 2.477624124404466666e-01 2.261062887474938887e-01 2.186055269969822412e-01 2.028786171051829568e-01 2.206350085449966247e-01 2.180604840154095336e-01 2.392064035507599495e-01 2.296680386416340980e-01 2.159569182069223381e-01 2.458523072636275009e-01
-2.630184105159851238e-01 -2.536276310824582825e-01 -2.452734625322521012e-01 -2.347038149206759350e-01 -2.244679303514486857e-01 -2.152024944490158465e-01 -2.068276273941380694e-01 -1.977252289730805912e-01 -1.888166589317444022e-01 -1.799672048485052023e-01 -1.723326826818020185e-01 -1.636580054627450598e-01 -1.562308194132999428e-01 -1.483633891352675871e-01 -1.397555341576930676e-01 -1.320458269503824167e-01 -1.240838749494599519e-01 -1.181360261139095258e-01 -1.095280070218272866e-01 -1.026597736494592322e-01 -9.571635777906595255e-02 -8.909294525771228879e-02 -8.054846133499542205e-02 -7.496943167083156001e-02 -6.778545910025084165e-02 -6.135848089170071323e-02 -5.405817670404375330e-02 -4.744479719980168597e-02 -4.060010037055492710e-02 -3.538365528002541949e-02 -2.850760535543317431e-02 -2.203762753727080484e-02 -1.696762291736530343e-02 -1.118714972178919652e-02 -4.623582229832015611e-03 2.040783903237843955e-04 3.871864241694761895e-03 1.714364255519537942e-03 2.337084144064586477e-01 2.423169573883431072e-01 2.481216426880121229e-01 2.308932866975914877e-01 2.223777616973264815e-01 2.298609128409893620e-01 2.127214818004736219e-01 2.444258377560178386e-01 2.457581944796025653e-01 2.107737584376904727e-01 2.525720160887561794e-01 2.577613340893830651e-01
